,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
133,KTR,2017-03-31,2017-04-21,21,Friday,131765,GBP,52667,500001,19678,0.10533378933242134,0.3736305466421099,0.039355921288157424,20-25,M,mcmillanstacey,jenniferthompson@scott.com,Linda Clayton,F,82
134,KTR,2017-04-10,2017-02-11,-58,Monday,867650,GBP,45542,499997,146794,0.09108454650727904,3.2232664353783322,0.29358976153856925,25-45,M,mcmillanstacey,jenniferthompson@scott.com,Linda Clayton,F,82
135,KTR,2017-02-22,2018-04-26,428,Wednesday,403651,GBP,58869,500002,343162,0.1177375290498838,5.829247991302723,0.6863212547149812,30-45,B,mcmillanstacey,jenniferthompson@scott.com,Linda Clayton,F,82
136,KTR,2016-12-10,2017-09-07,271,Saturday,184719,GBP,76404,500000,19667,0.152808,0.25740798911051777,0.039334,20-40,M,mcmillanstacey,jenniferthompson@scott.com,Linda Clayton,F,82
137,GRZ,2018-03-30,2019-07-07,464,Friday,120241,GBP,3511,499998,116080,0.007022028088112352,33.061805753346626,0.23216092864371457,25-40,B,mcmillanstacey,jenniferthompson@scott.com,Linda Clayton,F,82
138,KTR,2017-08-10,2018-12-08,485,Thursday,58939,EUR,28734,499999,21832,0.05746811493622987,0.7597967564557667,0.04366408732817466,25-40,B,sandraberg,ggonzalez@gmail.com,Hannah Underwood,F,44
139,KTR,2016-11-24,2018-09-24,669,Thursday,4749,EUR,34672,499998,2829,0.0693442773771095,0.08159321642824181,0.005658022632090529,45-50,B,sandraberg,ggonzalez@gmail.com,Hannah Underwood,F,44
140,KTR,2017-03-02,2017-06-29,119,Thursday,303461,GBP,26595,499997,40896,0.053190319141914855,1.5377326565143825,0.08179249075494453,30-50,M,sandraberg,ggonzalez@gmail.com,Hannah Underwood,F,44
141,AKX,2016-09-14,2016-12-17,94,Wednesday,274440,GBP,18115,499999,53015,0.03623007246014492,2.926580182169473,0.10603021206042412,25-45,B,sandraberg,ggonzalez@gmail.com,Hannah Underwood,F,44
142,GRZ,2017-02-06,2018-09-26,597,Monday,647559,EUR,21545,500003,420494,0.04308974146155123,19.517010907403108,0.8409829541022754,40-45,B,sandraberg,ggonzalez@gmail.com,Hannah Underwood,F,44
143,GRZ,2017-11-14,2018-01-25,72,Tuesday,433030,USD,62441,500004,92251,0.12488100095199238,1.4774106756778398,0.18450052399580805,30-50,F,sandraberg,ggonzalez@gmail.com,Hannah Underwood,F,44
144,AKX,2017-06-22,2017-11-09,140,Thursday,511314,EUR,63513,500001,491118,0.1270257459485081,7.732558688772377,0.9822340355319289,30-35,F,matthew24,kelly16@brewer.org,Matthew Diaz,M,84
145,KTR,2018-11-05,2019-08-09,277,Monday,242479,EUR,28156,500003,169514,0.05631166213002722,6.020528484159682,0.3390259658442049,35-40,M,matthew24,kelly16@brewer.org,Matthew Diaz,M,84
146,KTR,2016-11-17,2017-09-12,299,Thursday,687939,EUR,44139,499999,590294,0.08827817655635312,13.373524547452366,1.1805903611807225,20-40,B,matthew24,kelly16@brewer.org,Matthew Diaz,M,84
147,BYU,2018-07-19,2020-06-29,711,Thursday,739769,USD,20730,500002,54535,0.04145983416066336,2.6307284129281236,0.10906956372174512,45-70,M,matthew24,kelly16@brewer.org,Matthew Diaz,M,84
148,AKX,2018-01-01,2019-12-15,713,Monday,253430,USD,58988,499996,206049,0.11797694381555053,3.493066386383671,0.4121012968103745,35-45,F,matthew24,kelly16@brewer.org,Matthew Diaz,M,84
149,BYU,2017-02-12,2017-12-28,319,Sunday,9121,EUR,17240,500001,2981,0.03447993104013792,0.17291183294663573,0.005961988076023848,35-45,M,matthew24,kelly16@brewer.org,Matthew Diaz,M,84
150,AKX,2016-12-28,2017-11-27,334,Wednesday,450762,GBP,65682,500000,385543,0.131364,5.869842574830242,0.771086,35-55,B,matthew24,kelly16@brewer.org,Matthew Diaz,M,84
151,GRZ,2018-02-23,2019-12-19,664,Friday,885307,EUR,15770,500001,840891,0.03153993692012616,53.32219403931516,1.6817786364427272,20-30,M,timothyklein,qwall@gmail.com,Brooke West,F,80
152,BYU,2016-02-10,2017-01-19,344,Wednesday,999264,USD,23542,499999,42082,0.04708409416818834,1.7875286721603942,0.08416416832833666,25-35,M,timothyklein,qwall@gmail.com,Brooke West,F,80
153,BYU,2018-08-01,2018-02-06,-176,Wednesday,867219,USD,19589,499999,111531,0.03917807835615671,5.693552503956302,0.22306244612489226,40-50,F,timothyklein,qwall@gmail.com,Brooke West,F,80
154,AKX,2017-02-11,2018-11-20,647,Saturday,829898,USD,38343,499999,378743,0.07668615337230675,9.877761260203949,0.75748751497503,30-40,M,timothyklein,qwall@gmail.com,Brooke West,F,80
155,AKX,2017-12-22,2018-03-26,94,Friday,283855,GBP,28369,499997,161785,0.05673834043004258,5.702879904120695,0.3235719414316486,35-45,M,howellbrianna,lthomas@santana.info,Shannon Allen,F,25
156,AKX,2017-09-06,2018-03-19,194,Wednesday,329211,GBP,18720,500002,224983,0.03743985024059904,12.01832264957265,0.44996420014319943,20-35,B,howellbrianna,lthomas@santana.info,Shannon Allen,F,25
157,AKX,2016-07-10,2018-11-02,845,Sunday,477881,GBP,34769,500001,62964,0.06953786092427815,1.810923523828698,0.12592774814450372,40-55,B,howellbrianna,lthomas@santana.info,Shannon Allen,F,25
158,KTR,2017-11-03,2018-10-17,348,Friday,53475,USD,69441,500002,28378,0.1388814444742221,0.4086634697080975,0.05675577297690809,25-35,M,howellbrianna,lthomas@santana.info,Shannon Allen,F,25
159,KTR,2017-04-03,2018-06-21,444,Monday,548081,GBP,5146,499999,221753,0.010292020584041169,43.092304702681695,0.44350688701377405,20-30,M,timothyshannon,hudsonjustin@gmail.com,Kenneth Bowers DVM,M,86
160,AKX,2018-02-07,2019-07-17,525,Wednesday,835063,USD,10610,499996,195260,0.02122016976135809,18.40339302544769,0.39052312418499346,35-55,F,timothyshannon,hudsonjustin@gmail.com,Kenneth Bowers DVM,M,86
161,GRZ,2017-01-11,2018-11-04,662,Wednesday,574519,USD,13294,499998,370505,0.02658810635242541,27.870091770723636,0.7410129640518562,40-55,B,timothyshannon,hudsonjustin@gmail.com,Kenneth Bowers DVM,M,86
162,BYU,2017-01-12,2017-12-13,335,Thursday,374455,USD,23968,500001,218833,0.04793590412819174,9.130215287049399,0.43766512466975066,40-45,B,timothyshannon,hudsonjustin@gmail.com,Kenneth Bowers DVM,M,86
163,KTR,2018-07-22,2019-02-16,209,Sunday,687865,USD,73811,499999,607621,0.1476222952445905,8.232119873731557,1.215244430488861,35-50,M,roystephen,xbuck@yahoo.com,Angela Jones,F,60
164,GRZ,2018-03-02,2018-10-14,226,Friday,576012,USD,81394,499998,529558,0.1627886511546046,6.50610610118682,1.059120236480946,35-55,B,roystephen,xbuck@yahoo.com,Angela Jones,F,60
165,GRZ,2018-07-27,2018-12-11,137,Friday,318818,EUR,85112,500000,45312,0.170224,0.5323808628630511,0.090624,30-45,M,zwheeler,wbailey@moore-nguyen.info,Jeffrey Butler,M,66
166,GRZ,2017-01-04,2017-10-25,294,Wednesday,763141,EUR,26489,499999,445606,0.05297810595621191,16.82230359771981,0.8912137824275649,45-65,M,zwheeler,wbailey@moore-nguyen.info,Jeffrey Butler,M,66
167,KTR,2018-07-18,2018-08-25,38,Wednesday,389656,USD,35375,500001,37150,0.070749858500283,1.0501766784452298,0.0742998514002972,40-50,B,zwheeler,wbailey@moore-nguyen.info,Jeffrey Butler,M,66
168,KTR,2017-12-20,2018-10-26,310,Wednesday,783086,EUR,66185,499999,645983,0.1323702647405295,9.760262899448515,1.291968583937168,25-45,M,zwheeler,wbailey@moore-nguyen.info,Jeffrey Butler,M,66
169,BYU,2017-09-23,2019-02-05,500,Saturday,636031,GBP,7266,500001,434728,0.014531970936058129,59.83044315992293,0.8694542610914778,20-40,B,zwheeler,wbailey@moore-nguyen.info,Jeffrey Butler,M,66
170,KTR,2018-04-01,2018-12-16,259,Sunday,502393,USD,22220,500001,196670,0.04443991112017776,8.851035103510352,0.39333921332157334,40-50,F,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
171,BYU,2018-01-29,2019-06-21,508,Monday,140180,GBP,17482,499999,13606,0.03496406992813986,0.7782862372726232,0.027212054424108848,40-55,M,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
172,AKX,2018-07-08,2018-09-28,82,Sunday,108144,GBP,37078,499996,22043,0.07415659325274603,0.5945034791520578,0.04408635269082153,20-35,F,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
173,BYU,2016-11-25,2018-01-30,431,Friday,230863,EUR,10320,500003,6944,0.020639876160743035,0.6728682170542636,0.013887916672499966,40-55,B,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
174,GRZ,2016-01-11,2018-04-20,830,Monday,355600,EUR,36700,499998,328229,0.07340029360117441,8.943569482288828,0.6564606258425034,40-50,M,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
175,KTR,2017-04-09,2018-04-18,374,Sunday,666167,USD,17313,499999,436647,0.03462606925213851,25.220758967250042,0.8732957465914932,30-50,M,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
176,GRZ,2016-10-19,2018-05-18,576,Wednesday,557814,EUR,20241,499999,122906,0.04048208096416193,6.07213082357591,0.24581249162498325,45-60,F,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
177,BYU,2018-02-28,2018-03-10,10,Wednesday,762119,EUR,26323,499997,495655,0.05264631587789527,18.82973065380086,0.9913159478956873,35-40,B,april34,martintamara@anthony.com,Mrs. Christine Reilly,F,28
178,AKX,2017-01-04,2018-05-17,498,Wednesday,120852,USD,43475,499999,51179,0.0869501739003478,1.1772052903967798,0.10235820471640943,20-35,F,uthomas,richardcollins@martinez-howard.biz,Daniel Benitez,M,75
179,BYU,2018-11-02,2019-08-17,288,Friday,748484,USD,49704,500002,245571,0.09940760236959052,4.940668759053597,0.49114003543985824,20-35,F,uthomas,richardcollins@martinez-howard.biz,Daniel Benitez,M,75
180,BYU,2016-01-12,2018-03-15,793,Tuesday,787805,EUR,34974,500000,682829,0.069948,19.523903471149996,1.365658,35-45,B,uthomas,richardcollins@martinez-howard.biz,Daniel Benitez,M,75
181,KTR,2018-06-05,2019-05-16,345,Tuesday,905752,GBP,53490,499998,90882,0.10698042792171168,1.6990465507571508,0.18176472705890823,20-45,M,uthomas,richardcollins@martinez-howard.biz,Daniel Benitez,M,75
182,BYU,2018-01-05,2019-07-21,562,Friday,309488,GBP,34239,499997,155048,0.06847841087046522,4.528403282806157,0.31009786058716354,20-40,F,uthomas,richardcollins@martinez-howard.biz,Daniel Benitez,M,75
183,KTR,2017-01-30,2018-01-17,352,Monday,679031,USD,33451,500001,492805,0.0669018661962676,14.73214552629219,0.9856080287839424,35-40,F,uthomas,richardcollins@martinez-howard.biz,Daniel Benitez,M,75
184,AKX,2016-12-16,2017-07-05,201,Friday,94565,GBP,14506,500000,18628,0.029012,1.28415827933269,0.037256,35-45,B,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
185,KTR,2016-10-28,2017-04-06,160,Friday,790409,EUR,18674,499996,63603,0.03734829878639029,3.405965513548249,0.12720701765614126,30-45,M,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
186,AKX,2016-11-24,2017-08-19,268,Thursday,233473,GBP,45033,500000,204872,0.090066,4.549374902849022,0.409744,20-35,F,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
187,BYU,2016-09-25,2016-12-19,85,Sunday,694239,EUR,64809,500001,657987,0.12961774076451846,10.15271027172152,1.3159713680572638,30-50,B,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
188,GRZ,2016-09-09,2017-03-30,202,Friday,791619,EUR,50517,499998,706062,0.10103440413761655,13.976720707880515,1.4121296485185941,40-55,F,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
189,GRZ,2018-06-28,2019-10-02,461,Thursday,280290,EUR,44810,499997,114893,0.08962053772322634,2.5640035706315554,0.22978737872427235,30-40,B,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
190,GRZ,2018-10-08,2020-06-02,603,Monday,674596,EUR,17612,500004,271942,0.035223718210254315,15.440722234839882,0.5438796489628083,30-45,F,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
191,GRZ,2016-08-21,2018-06-28,676,Sunday,372221,GBP,13107,500001,137264,0.026213947572104854,10.472571908140688,0.2745274509450981,20-35,M,ramosjoseph,fwilliamson@gould.org,Michael Harris,M,25
192,GRZ,2017-02-03,2018-05-22,473,Friday,249294,EUR,23033,499998,205972,0.04606618426473706,8.942473841879043,0.41194564778259113,40-45,M,michaelthomas,bushbenjamin@sherman.com,Benjamin Matthews,M,78
193,BYU,2017-06-20,2018-04-11,295,Tuesday,728036,USD,27865,499998,377170,0.055730222920891685,13.5356181589808,0.7543430173720694,20-30,M,michaelthomas,bushbenjamin@sherman.com,Benjamin Matthews,M,78
194,KTR,2017-11-02,2018-04-11,160,Thursday,38692,GBP,27117,500000,37886,0.054234,1.3971309510639083,0.075772,20-30,F,michaelthomas,bushbenjamin@sherman.com,Benjamin Matthews,M,78
195,AKX,2017-11-05,2017-12-30,55,Sunday,67085,GBP,14324,500002,46788,0.028647885408458366,3.2664060318346833,0.09357562569749721,35-40,F,michaelthomas,bushbenjamin@sherman.com,Benjamin Matthews,M,78
196,BYU,2016-08-23,2017-06-25,306,Tuesday,484592,GBP,68375,499997,51570,0.13675082050492304,0.7542230347349177,0.10314061884371306,35-40,F,michaelthomas,bushbenjamin@sherman.com,Benjamin Matthews,M,78
197,GRZ,2016-10-10,2018-08-17,676,Monday,868233,USD,20125,499998,71913,0.040250161000644005,3.5733167701863353,0.14382657530630122,40-45,F,boydashley,leeelizabeth@hotmail.com,Chase Jones,M,81
198,AKX,2018-11-02,2019-03-14,132,Friday,583747,EUR,8861,500001,118293,0.017721964556070887,13.349847646992439,0.23658552682894635,20-30,F,boydashley,leeelizabeth@hotmail.com,Chase Jones,M,81
199,KTR,2017-02-10,2018-10-17,614,Friday,673526,EUR,34633,500000,302124,0.069266,8.723587330003177,0.604248,40-45,M,boydashley,leeelizabeth@hotmail.com,Chase Jones,M,81
200,BYU,2016-12-25,2018-08-28,611,Sunday,547178,USD,31037,500002,228160,0.06207375170499318,7.351225956116893,0.4563181747273011,30-45,M,boydashley,leeelizabeth@hotmail.com,Chase Jones,M,81
201,KTR,2016-11-26,2018-09-20,663,Saturday,164821,EUR,96312,499997,148551,0.1926251557509345,1.5423934712185396,0.2971037826226957,35-45,F,boydashley,leeelizabeth@hotmail.com,Chase Jones,M,81
202,AKX,2017-02-17,2017-08-26,190,Friday,103394,GBP,12694,499998,2717,0.02538810155240621,0.21403812824956672,0.005434021736086945,30-35,B,villarodney,nicole77@gmail.com,Whitney Murphy,F,31
203,GRZ,2016-09-12,2017-03-06,175,Monday,47941,GBP,89343,499998,36514,0.178686714746859,0.40869458155647337,0.07302829211316846,40-55,M,villarodney,nicole77@gmail.com,Whitney Murphy,F,31
204,KTR,2017-02-06,2018-12-01,663,Monday,513643,EUR,19350,499994,433763,0.038700464405572864,22.41669250645995,0.8675364104369252,40-60,B,villarodney,nicole77@gmail.com,Whitney Murphy,F,31
205,AKX,2017-07-03,2018-03-01,241,Monday,210900,USD,64837,500000,59114,0.129674,0.9117324984191125,0.118228,25-30,F,villarodney,nicole77@gmail.com,Whitney Murphy,F,31
206,KTR,2017-03-29,2019-02-18,691,Wednesday,54365,EUR,13849,499998,30632,0.027698110792443168,2.211856451729367,0.06126424505698023,25-45,F,villarodney,nicole77@gmail.com,Whitney Murphy,F,31
207,KTR,2017-12-29,2018-06-04,157,Friday,119370,USD,47521,500001,38959,0.09504180991638017,0.8198270238420908,0.07791784416431168,25-35,B,fadams,anne34@gmail.com,Robin Clayton DDS,F,38
208,BYU,2017-07-24,2018-04-30,280,Monday,422721,USD,30426,500001,238793,0.06085187829624341,7.848320515348715,0.4775850448299103,30-50,M,fadams,anne34@gmail.com,Robin Clayton DDS,F,38
209,KTR,2017-08-11,2018-07-20,343,Friday,115885,GBP,27981,500000,84498,0.055962,3.019834887959687,0.168996,35-40,B,nortonheidi,jennifer44@yahoo.com,Cheryl Jones,F,32
210,KTR,2016-09-28,2018-08-22,693,Wednesday,811808,GBP,34795,500003,167817,0.06958958246250523,4.823020548929444,0.33563198620808277,40-45,M,nortonheidi,jennifer44@yahoo.com,Cheryl Jones,F,32
211,AKX,2017-07-25,2018-08-30,401,Tuesday,786577,EUR,85734,500003,562660,0.1714669711981728,6.56285720950848,1.1253132481205113,35-55,B,nortonheidi,jennifer44@yahoo.com,Cheryl Jones,F,32
212,GRZ,2016-08-29,2018-03-05,553,Monday,437666,EUR,34510,499998,300897,0.06902027608110432,8.719124891335845,0.6017964071856288,30-50,M,nortonheidi,jennifer44@yahoo.com,Cheryl Jones,F,32
213,BYU,2018-05-31,2019-10-20,507,Thursday,645281,USD,33308,500000,18080,0.066616,0.5428125375285217,0.03616,35-45,M,seandawson,bianca91@herrera.com,Richard Santos,M,25
214,KTR,2017-12-02,2018-12-04,367,Saturday,103041,GBP,38462,499994,18674,0.07692492309907718,0.48551817378191464,0.037348448181378176,25-35,F,seandawson,bianca91@herrera.com,Richard Santos,M,25
215,AKX,2017-08-23,2018-12-12,476,Wednesday,51583,GBP,52671,499998,21032,0.10534242136968548,0.3993089176207021,0.04206416825667303,35-45,F,seandawson,bianca91@herrera.com,Richard Santos,M,25
216,BYU,2017-09-09,2018-12-01,448,Saturday,275546,EUR,76681,499997,93395,0.15336292017752107,1.217967945123303,0.1867911207467245,20-45,M,seandawson,bianca91@herrera.com,Richard Santos,M,25
217,KTR,2016-08-13,2018-07-01,687,Saturday,230495,USD,44531,500000,56555,0.089062,1.2700141474478452,0.11311,40-50,F,seandawson,bianca91@herrera.com,Richard Santos,M,25
218,KTR,2017-02-23,2018-05-03,434,Thursday,545399,EUR,20888,499996,282288,0.041776334210673685,13.514362313289928,0.5645805166441331,20-35,M,seandawson,bianca91@herrera.com,Richard Santos,M,25
219,BYU,2017-02-07,2019-03-30,781,Tuesday,493968,USD,38227,499997,319658,0.07645445872675236,8.362100086326418,0.6393198359190155,20-35,F,seandawson,bianca91@herrera.com,Richard Santos,M,25
220,GRZ,2017-01-06,2019-02-13,768,Friday,849805,USD,40981,499997,99030,0.08196249177495064,2.416485688489788,0.19806118836713021,45-65,F,diazcorey,juancruz@gmail.com,James Jordan,M,53
221,KTR,2018-06-03,2018-06-05,2,Sunday,894371,USD,82051,499999,107805,0.16410232820465642,1.3138779539554668,0.21561043122086243,35-55,B,diazcorey,juancruz@gmail.com,James Jordan,M,53
222,AKX,2017-09-13,2018-07-22,312,Wednesday,586493,USD,56794,499997,129456,0.11358868153208919,2.279395710814523,0.2589135534813209,20-25,F,diazcorey,juancruz@gmail.com,James Jordan,M,53
223,GRZ,2016-01-09,2017-10-04,634,Saturday,86194,EUR,44866,499997,79367,0.08973253839523038,1.7689787366825658,0.15873495240971447,20-35,M,gchan,nguyendiane@yahoo.com,Michelle Brooks,F,38
224,BYU,2017-03-12,2018-06-12,457,Sunday,366394,USD,67769,499999,217651,0.13553827107654215,3.211660198615886,0.4353028706057412,35-60,F,gchan,nguyendiane@yahoo.com,Michelle Brooks,F,38
225,GRZ,2017-06-01,2018-11-18,535,Thursday,811769,USD,38327,499997,70606,0.07665445992675957,1.8422000156547604,0.14121284727708366,35-40,M,gchan,nguyendiane@yahoo.com,Michelle Brooks,F,38
226,AKX,2016-08-29,2016-09-11,13,Monday,875531,USD,43476,500000,423404,0.086952,9.73879841751771,0.846808,20-25,F,gchan,nguyendiane@yahoo.com,Michelle Brooks,F,38
227,GRZ,2018-10-08,2018-12-20,73,Monday,167423,USD,46317,499998,14180,0.09263437053748215,0.306151089232895,0.028360113440453763,20-40,B,gchan,nguyendiane@yahoo.com,Michelle Brooks,F,38
228,GRZ,2017-05-15,2018-04-30,350,Monday,712428,GBP,9647,499999,279911,0.019294038588077177,29.015341556960713,0.5598231196462393,40-60,B,gchan,nguyendiane@yahoo.com,Michelle Brooks,F,38
229,BYU,2018-06-13,2018-08-07,55,Wednesday,725994,EUR,28428,500001,393865,0.05685588628822742,13.854826227662867,0.787728424543151,30-45,M,hutchinsonwilliam,kathryn34@hotmail.com,Victor Ross,M,58
230,GRZ,2018-02-16,2018-08-19,184,Friday,102423,GBP,32072,500001,645,0.06414387171225658,0.02011100024943876,0.00128999742000516,30-45,B,hutchinsonwilliam,kathryn34@hotmail.com,Victor Ross,M,58
231,BYU,2018-07-26,2019-10-06,437,Thursday,190039,EUR,72031,499996,58958,0.14406315250522003,0.8185086976440699,0.11791694333554668,35-50,M,hutchinsonwilliam,kathryn34@hotmail.com,Victor Ross,M,58
232,AKX,2017-12-04,2017-10-14,-51,Monday,2448,GBP,97419,500000,2159,0.194838,0.02216200125232244,0.004318,35-45,B,hutchinsonwilliam,kathryn34@hotmail.com,Victor Ross,M,58
233,GRZ,2017-12-03,2017-02-09,-297,Sunday,757032,USD,60875,499997,679799,0.12175073050438302,11.167129363449693,1.3596061576369458,30-55,B,hutchinsonwilliam,kathryn34@hotmail.com,Victor Ross,M,58
234,KTR,2018-02-16,2018-10-19,245,Friday,117843,USD,76524,499998,115121,0.1530486121944488,1.5043777115676127,0.2302429209716839,30-35,F,hutchinsonwilliam,kathryn34@hotmail.com,Victor Ross,M,58
235,BYU,2017-02-06,2018-11-26,658,Monday,428445,USD,55749,499997,57349,0.11149866899201395,1.0287000663689034,0.11469868819212915,25-40,B,websterbrianna,mhamilton@good-james.com,Rachel Ibarra,F,66
236,GRZ,2016-12-11,2018-03-30,474,Sunday,140640,USD,10795,499999,5100,0.02159004318008636,0.47244094488188976,0.0102000204000408,25-45,M,websterbrianna,mhamilton@good-james.com,Rachel Ibarra,F,66
237,KTR,2017-07-23,2017-04-11,-103,Sunday,134069,GBP,19524,500000,110781,0.039048,5.674093423478795,0.221562,40-65,B,websterbrianna,mhamilton@good-james.com,Rachel Ibarra,F,66
238,BYU,2017-11-05,2017-08-13,-84,Sunday,726640,GBP,18011,500002,627693,0.036021855912576346,34.85053578368775,1.255380978476086,40-60,F,websterbrianna,mhamilton@good-james.com,Rachel Ibarra,F,66
239,KTR,2017-08-28,2017-12-27,121,Monday,673995,USD,83079,500000,467918,0.166158,5.632205491159017,0.935836,40-55,F,websterbrianna,mhamilton@good-james.com,Rachel Ibarra,F,66
